temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,rain,snowfall,snow_depth,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,surface_pressure,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,event_datetime,event_latitude,event_longitude,time,state,county,caused_power_outage,event_type
-1.1,-5.2,74,0.9,0,0.63,0.34,21,33.2,164,167,43.2,789,100,0,100,1,-0.6,-0.6,1.3,10.3,0.235,0.213,0.154,0.216,06/01/19 7:00,37.9533927,-118.9398758,06/01/19 7:00,washington,northeast blue mountains,0,heavy_snow
-7.7,-10.1,83,0.3,0,0.21,0.12,8,12.2,333,336,25.2,991.9,100,92,99,100,-0.5,-0.4,1.5,5.6,0.36,0.366,0.397,0.406,19/01/19 15:00,42.445339,-76.472794,19/01/19 15:00,washington,cascades of whatcom and skagit counties,0,heavy_snow
-6,-8.2,84,0.3,0,0.21,0.2,6.4,9.7,43,48,18.7,977.3,100,66,99,100,-0.6,-0.5,1.2,4.8,0.388,0.393,0.408,0.418,19/01/19 15:00,42.5842136,-76.0704906,19/01/19 15:00,massachusetts,eastern essex,0,heavy_snow
-6.1,-8.3,84,0.2,0,0.14,0.14,5.7,9.2,55,59,17.3,969.8,100,32,98,100,-1.4,-1.3,0.8,4.4,0.378,0.383,0.402,0.413,19/01/19 15:00,42.4784565,-75.6130279,19/01/19 15:00,maine,northern franklin,0,heavy_snow
-6.7,-9.7,79,0.2,0,0.14,0.12,4.2,7.9,70,74,12.2,953.6,100,82,98,100,-2.7,-3.1,-0.3,3.6,0.387,0.376,0.388,0.409,19/01/19 15:00,42.5984272,-75.0142701,19/01/19 15:00,washington,cascades of pierce and lewis counties,0,heavy_snow
-10.4,-12.9,82,0.4,0,0.28,0.12,8,11.2,10,15,22.3,984.9,100,84,100,100,-1.5,-0.9,0.9,5,0.367,0.37,0.411,0.4,19/01/19 15:00,42.7339594,-76.6152221,19/01/19 15:00,indiana,spencer,0,heavy_snow
0.3,-7.7,55,0,0,0,0.03,8.1,11.7,135,135,22,988.6,100,66,95,100,0.7,0,2.1,6.5,0.38,0.385,0.4,0.406,19/01/19 17:00,41.5179097,-76.019111,19/01/19 17:00,new mexico,eastern san miguel county,0,heavy_snow
-1.2,-9.9,52,0,0,0,0.04,4.6,6.5,108,109,16.6,965.7,100,6,96,100,-0.3,-1,0.9,5,0.38,0.385,0.399,0.414,19/01/19 16:00,41.8218729,-75.8170767,19/01/19 16:00,california,s sierra mtns,0,heavy_snow
0.6,-7.6,54,0,0,0,0.03,6.6,9.7,131,132,20.2,990.4,100,73,95,100,0.9,0.2,2.2,6.6,0.379,0.385,0.396,0.405,19/01/19 17:00,41.4406084,-75.6260271,19/01/19 17:00,new mexico,san juan mountains,0,heavy_snow
-10.8,-16,65,0,0,0,0.01,8.6,14.8,360,3,17.6,973.5,92,0,0,92,-4.7,-1.6,0.4,3.9,0.349,0.349,0.345,0.374,18/01/19 9:30,44.0175404,-92.8678406,18/01/19 9:00,rhode island,washington,1,heavy_snow
0.4,-7.8,54,0,0,0,0,7.8,11.3,124,127,19.1,1011.8,100,0,100,100,0.3,2.5,8,11.6,0.366,0.376,0.402,0.369,11/01/19 17:00,37.7231295,-88.9301992,11/01/19 17:00,maine,sagadahoc,0,heavy_snow
-1.8,-8.5,60,0,0,0,0,9.7,13.8,132,133,22.7,1012.6,99,0,91,98,-0.6,1.8,7.5,12.1,0.466,0.472,0.496,0.492,11/01/19 16:00,38.4251958,-88.4197678,11/01/19 16:00,new hampshire,belknap,1,heavy_snow
-31.3,-34.1,77,0,0,0,0.26,8.4,19.7,155,162,13.3,985.4,99,0,90,98,-2.3,-2.3,-0.6,2.4,0.458,0.455,0.451,0.432,27/01/19 12:00,47.7687544,-96.622427,27/01/19 12:00,kentucky,scott,0,heavy_snow
-25.6,-28.5,77,0,0,0,0.21,1.6,2.7,243,23,7.2,977.5,73,0,95,95,-3.8,-2.3,0.1,3.3,0.354,0.359,0.378,0.349,27/01/19 12:00,44.4689992,-95.8016796,27/01/19 12:00,south carolina,hampton,0,heavy_snow
-31.3,-34.8,72,0,0,0,0.23,15.1,27.2,155,165,20.2,984.5,100,0,97,99,-2.9,-2.4,-0.6,2.2,0.435,0.435,0.433,0.411,27/01/19 12:00,48.7709208,-96.8074141,27/01/19 12:00,washington,northeast mountains,0,heavy_snow
-9.4,-16.3,57,0,0,0,0.03,6.9,14,351,359,15.1,979.9,97,0,0,97,-4,-1,0.8,4.7,0.363,0.365,0.335,0.383,18/01/19 10:15,43.2677179,-91.8563139,18/01/19 10:00,wyoming,snowy range,0,heavy_snow
-9.8,-15.9,61,0,0,0,0.01,7.2,14.6,6,10,13.7,977.1,98,0,0,98,-4.3,-1.2,0.6,4.4,0.34,0.334,0.315,0.385,18/01/19 10:00,43.342033,-92.7840209,18/01/19 10:00,new hampshire,northern grafton,0,heavy_snow
-9.9,-16.1,61,0,0,0,0.02,7.3,14.8,351,359,13.7,974,96,0,0,96,-4.5,-1.3,0.6,4.3,0.363,0.365,0.343,0.387,18/01/19 10:20,43.3353641,-92.3230007,18/01/19 10:00,west virginia,cabell,1,heavy_snow
-8.6,-16.4,53,0,0,0,0.01,6.5,13.6,6,12,10.1,982.1,89,0,5,88,-2.6,-0.9,0.7,4.6,0.345,0.347,0.346,0.387,18/01/19 10:00,43.0587894,-92.7830539,18/01/19 10:00,north dakota,oliver,0,heavy_snow
-8.7,-15.9,56,0,0,0,0.02,6.2,12.6,353,2,11.2,980.5,85,0,0,85,-2.5,-0.9,0.8,4.7,0.355,0.359,0.346,0.387,18/01/19 10:45,42.8420766,-91.850265,18/01/19 10:00,illinois,de kalb,0,heavy_snow
4.5,4.5,100,0.5,0.5,0,0,18.1,33,5,7,40.3,979.6,100,89,100,95,6,6,6.4,11.5,0.514,0.514,0.502,0.456,19/01/19 13:00,37.1129133,-90.4809149,19/01/19 13:00,illinois,ogle,1,heavy_snow
5.1,4.8,98,0.8,0.8,0,0,13.5,23.1,351,356,27,988.6,100,100,100,100,5.8,6,6.7,10.8,0.436,0.43,0.398,0.374,19/01/19 14:00,37.7231295,-88.9301992,19/01/19 14:00,maine,sagadahoc,0,heavy_snow
0,0,100,0.7,0.6,0.07,0.14,10.1,22.7,107,117,29.2,960.8,100,100,78,34,-1.8,-0.9,0.9,4.2,0.293,0.257,0.281,0.273,09/01/19 3:00,43.3564357,-72.2392517,09/01/19 3:00,illinois,effingham,0,heavy_snow
-28,-30.6,78,0,0,0,0.26,10.2,17.3,135,138,15.1,981.4,99,0,96,98,-0.8,-1.6,-0.1,3.9,0.424,0.418,0.399,0.345,27/01/19 12:00,46.2247251,-96.9470748,27/01/19 12:00,north dakota,burke,0,heavy_snow
-11.5,-20.1,49,0,0,0,0.19,7.9,13.2,24,26,19.8,1017.7,100,0,97,100,-1.3,-1,0.1,2.8,0.244,0.251,0.267,0.28,19/01/19 21:00,44.4184616,-69.8250659,19/01/19 21:00,ohio,meigs,1,heavy_snow
-8.4,-9.6,91,0.3,0,0.21,0.56,16.1,25.6,326,328,48.6,763.7,100,100,87,100,-0.2,-0.1,0.8,2.9,0.313,0.314,0.313,0.355,21/01/19 21:00,45.4868491,-111.1967693,21/01/19 21:00,new york,lewis,1,heavy_snow
-0.5,-8.3,56,0,0,0,0,8.4,18.2,100,108,15.1,997.7,100,0,60,100,-0.3,0.7,5.3,9.3,0.37,0.379,0.392,0.351,11/01/19 23:00,39.6666195,-86.8374032,11/01/19 23:00,idaho,northern panhandle,0,heavy_snow
-1.4,-6.6,68,0,0,0,0,8.7,17.6,114,118,17.6,992.6,100,0,29,100,-0.2,0.6,5,8.9,0.361,0.369,0.395,0.367,11/01/19 23:00,39.7565309,-86.5173641,11/01/19 23:00,illinois,will,1,heavy_snow
-2.1,-7.8,65,0,0,0,0,7.6,16.9,90,101,13,1000.3,100,0,100,100,-0.5,0.6,5.3,9.2,0.361,0.369,0.397,0.372,12/01/19 1:00,39.779801,-86.1394092,12/01/19 1:00,rhode island,bristol,0,heavy_snow
-2.5,-8.1,65,0,0,0,0,11.5,21.8,104,112,20.2,993.7,100,0,94,100,-0.4,0.7,5.3,9.1,0.367,0.374,0.401,0.395,12/01/19 1:00,39.8127873,-85.7874738,12/01/19 1:00,oklahoma,roger mills,1,heavy_snow
-1,-9.9,51,0,0,0,0,8.7,17.2,142,147,18,1001.8,100,0,85,100,-1.6,0.2,3.9,8.8,0.373,0.381,0.373,0.284,11/01/19 23:30,40.8021278,-89.7713762,11/01/19 23:00,illinois,du page,0,heavy_snow
0.1,-10.1,46,0,0,0,0,10.2,15,132,132,21.6,1001.2,100,0,95,100,-1.1,0.5,5.1,9.5,0.369,0.378,0.389,0.341,11/01/19 22:45,39.6391442,-88.6087498,11/01/19 22:00,montana,beaverhead,0,heavy_snow
0.9,-2.3,79,0,0,0,0,14,25.3,360,6,24.5,899,100,0,100,100,0,0,2.2,9.7,0.336,0.319,0.24,0.187,11/01/19 15:30,38.4482137,-101.3352939,11/01/19 15:00,washington,okanogan valley,0,heavy_snow
0.3,-3.7,75,0.1,0.1,0,0.16,13.4,21.7,172,174,30.2,948.9,99,95,85,96,1.2,0.7,1.9,5.5,0.377,0.385,0.384,0.342,22/01/19 17:00,47.4959734,-116.5818957,22/01/19 17:00,new york,northwest suffolk,0,heavy_snow
-8.4,-16.3,53,0,0,0,0.02,7.4,13.4,346,352,13.7,985.3,91,0,2,91,-1.9,-0.6,0.9,5,0.354,0.362,0.346,0.387,18/01/19 11:15,42.8547706,-91.3667151,18/01/19 11:00,arkansas,jefferson,1,heavy_snow
-9.1,-16.6,55,0,0,0,0.02,4.8,11.9,347,358,10.1,977.9,98,0,0,98,-3.4,-1,0.7,4.6,0.355,0.356,0.356,0.386,18/01/19 10:30,43.05994,-92.316679,18/01/19 10:00,north dakota,mercer,0,heavy_snow
-9.3,-16.7,55,0,0,0,0.03,8.5,14.7,332,343,16.9,982.2,91,0,0,91,-3.6,-1,0.8,4.8,0.364,0.366,0.346,0.384,18/01/19 11:00,43.2961731,-91.3961856,18/01/19 11:00,virginia,giles,0,heavy_snow
8.7,8.6,99,0,0,0,0,11.2,23.1,2,5,19.1,982,100,100,100,96,7.5,7,7,11.8,0.505,0.513,0.505,0.499,19/01/19 12:00,36.6478735,-90.8887906,19/01/19 12:00,new hampshire,belknap,1,heavy_snow
-0.5,-7.2,61,0,0,0,0,7,10,125,128,16.6,1011.2,100,0,100,100,0.3,2.5,7.6,11.4,0.366,0.375,0.401,0.375,11/01/19 16:00,37.7668943,-89.3563845,11/01/19 16:00,new hampshire,interior rockingham,0,heavy_snow
-1.3,-7.6,62,0,0,0,0,8.5,12.3,126,128,20.9,1011.9,100,0,96,100,0,2.6,8.1,12.6,0.463,0.47,0.493,0.477,11/01/19 16:00,37.9765409,-88.9335327,11/01/19 16:00,wisconsin,southern marinette,0,heavy_snow
4.1,3.6,97,0.9,0.9,0,0.01,12.8,23.7,11,14,33.5,987.4,100,100,100,100,5.1,5.6,6.4,10.6,0.437,0.433,0.404,0.38,19/01/19 13:00,37.7668943,-89.3563845,19/01/19 13:00,new hampshire,interior rockingham,0,heavy_snow
-1.5,-8.5,59,0,0,0,0.03,7.1,10.3,105,102,19.8,978.8,100,57,96,100,0.1,-0.3,1.7,6,0.383,0.39,0.406,0.394,19/01/19 16:00,41.7746685,-76.5264613,19/01/19 16:00,connecticut,northern fairfield,0,heavy_snow
-6.8,-10.9,72,0.1,0,0.07,0.06,10.2,14.8,51,51,26.6,959.2,100,61,98,100,-1.6,-2,0.3,4.7,0.385,0.384,0.396,0.401,19/01/19 15:00,42.2359045,-77.3750862,19/01/19 15:00,idaho,coeur d'alene area,0,heavy_snow
-9.9,-13.5,75,0.4,0,0.28,0.07,9.7,13.8,39,39,25.9,973.7,100,85,98,100,-2.1,-1.5,0.5,5.1,0.381,0.384,0.385,0.386,19/01/19 15:00,42.6444444,-77.112177,19/01/19 15:00,vermont,bennington,0,heavy_snow
-10.1,-13.3,77,0.3,0,0.21,0.09,9,13,29,28,27.7,1000.7,100,16,99,100,-1.4,-0.6,1.5,5.9,0.365,0.371,0.399,0.389,19/01/19 15:00,42.7831619,-76.8386051,19/01/19 15:00,kentucky,menifee,0,heavy_snow
-6.1,-9.6,76,0.2,0,0.14,0.09,9,13,16,19,24.5,1009,100,68,100,100,0.4,0.1,2.5,6.7,0.376,0.38,0.393,0.399,19/01/19 15:00,42.3903231,-76.8691575,19/01/19 15:00,north carolina,alexander,0,heavy_snow
-2.1,-3.4,91,0.5,0,0.35,0.75,2.9,6.2,360,83,6.1,954.1,100,100,97,99,-1.9,-0.7,0.9,4.1,0.243,0.246,0.269,0.273,09/01/19 7:00,44.7807728,-71.1288763,09/01/19 7:00,kentucky,anderson,0,heavy_snow
-27.9,-30.8,76,0,0,0,0.23,10.5,23.2,164,168,16.6,968.4,100,20,96,98,-5.2,-5.3,-2.4,1.2,0.338,0.295,0.277,0.271,27/01/19 12:00,47.4413054,-97.7450372,27/01/19 12:00,illinois,clinton,0,heavy_snow
-28.6,-31.5,76,0,0,0,0.19,11.9,23.7,166,171,20.2,979.6,100,4,93,99,-5.4,-5.3,-1.7,0.9,0.233,0.206,0.191,0.175,27/01/19 12:00,47.9090529,-97.4800435,27/01/19 12:00,minnesota,southern cass,0,heavy_snow
-26.5,-29,80,0,0,0,0.22,6.6,16.2,151,143,10.4,978,97,28,95,72,-1.5,-1.5,-0.2,2.9,0.291,0.282,0.263,0.223,27/01/19 10:27,46.4519081,-97.6903091,27/01/19 10:00,nebraska,platte,0,heavy_snow
0.3,-3.7,75,0.1,0.1,0,0.16,13.4,21.7,172,174,30.2,948.9,99,95,85,96,1.2,0.7,1.9,5.5,0.377,0.385,0.384,0.342,22/01/19 17:00,47.4959734,-116.5818957,22/01/19 17:00,new york,northwest suffolk,0,heavy_snow
-2,-4.6,82,0,0,0,0.08,12.9,21.2,144,162,25.9,936.2,97,24,96,34,1.1,0.9,2.2,6.1,0.371,0.372,0.318,0.321,22/01/19 15:00,46.7153653,-116.9972303,22/01/19 15:00,california,mono,0,heavy_snow
-0.9,-9.3,53,0,0,0,0,14.3,19.6,135,137,28.8,1003.4,100,0,87,100,-1.3,0.7,4.8,9.4,0.371,0.38,0.38,0.304,11/01/19 18:00,39.7062265,-90.190335,11/01/19 18:00,washington,east slopes northern cascades,0,heavy_snow
-0.2,-10.2,47,0,0,0,0,12.5,17.9,141,142,28.4,1002.9,100,0,96,100,-1.6,0.4,4.6,9.3,0.374,0.384,0.386,0.314,11/01/19 21:30,40.0166667,-89.7858065,11/01/19 21:00,georgia,bulloch,1,heavy_snow
1.6,-3,71,0,0,0,0,12.7,26.5,25,34,19.4,884.5,99,0,96,99,0.5,1,2.8,9.8,0.254,0.245,0.228,0.193,11/01/19 11:00,38.4570355,-101.8185007,11/01/19 11:00,tennessee,east polk,0,heavy_snow
0.2,-0.5,95,0,0,0,0.02,10.5,18.7,22,34,17.6,937,100,2,100,100,-0.1,1.1,3.1,9.8,0.331,0.332,0.281,0.202,11/01/19 15:30,39.34062,-99.8980624,11/01/19 15:00,iowa,howard,0,heavy_snow
-0.3,-2.1,88,0,0,0,0.01,11.9,23,355,9,19.8,916.9,100,0,100,100,-0.5,0.2,2.2,9.1,0.336,0.332,0.272,0.194,11/01/19 14:30,39.3530598,-100.457645,11/01/19 14:00,iowa,winneshiek,1,heavy_snow
0.3,-1.4,88,0,0,0,0.01,13.8,24.6,9,18,22.3,916.9,100,0,100,100,-0.6,0,2,9.2,0.327,0.324,0.26,0.193,11/01/19 15:30,38.9030073,-100.5073968,11/01/19 15:00,new york,southern westchester,0,heavy_snow
1.2,-1.7,81,0,0,0,0,12.7,25.7,353,5,21.6,910.5,100,0,99,100,-0.1,-0.2,2.1,9.4,0.326,0.306,0.246,0.194,11/01/19 14:30,38.9058216,-101.1552381,11/01/19 14:00,north dakota,slope,0,heavy_snow
-3,-8,68,0,0,0,0,10.9,19.9,117,122,18.4,987.6,100,0,96,100,-0.5,0.6,4.9,8.6,0.367,0.375,0.402,0.397,12/01/19 2:00,39.9297608,-85.4043542,12/01/19 2:00,washington,east puget sound lowlands,0,heavy_snow
-28.5,-31.1,78,0,0,0,0.22,7.8,17.9,146,150,11.5,983.2,100,1,96,98,-3.1,-3.3,-0.4,3.3,0.44,0.42,0.407,0.373,27/01/19 12:00,46.9241972,-97.220631,27/01/19 12:00,washington,spokane area,0,heavy_snow
-26.5,-29.1,79,0,0,0,0.21,10.1,22.8,153,162,15.8,964.8,98,31,97,92,-4.5,-3.6,-1.1,1.9,0.3,0.28,0.276,0.251,27/01/19 10:27,46.9310489,-98.0678849,27/01/19 10:00,illinois,washington,0,heavy_snow
-29.1,-31.7,78,0,0,0,0.21,10.3,21.1,151,160,17.6,982.5,99,14,92,97,-3.7,-3.8,-0.6,3,0.457,0.441,0.434,0.403,27/01/19 12:00,47.4438504,-97.1797001,27/01/19 12:00,illinois,bond,0,heavy_snow
-10.5,-18.4,53,0,0,0,0.18,8.9,15.5,47,48,21.6,1016.9,100,0,95,100,-6.5,-5,-0.2,3.1,0.27,0.247,0.274,0.287,19/01/19 21:00,44.1402839,-70.196395,19/01/19 21:00,texas,van zandt,1,heavy_snow
-2.5,-7.6,68,0,0,0,0,10.8,20.5,116,121,17.6,997.4,100,0,90,100,-0.5,0.6,5.1,9.2,0.366,0.374,0.389,0.346,12/01/19 2:00,40.0749813,-86.0498885,12/01/19 2:00,illinois,woodford,0,heavy_snow
-2.8,-8,67,0,0,0,0,11,20.9,122,126,18,994.6,100,0,55,100,-0.6,0.5,4.9,9.2,0.364,0.371,0.386,0.337,12/01/19 2:00,40.2899154,-86.058442,12/01/19 2:00,north dakota,renville,0,heavy_snow
-2.8,-7.9,68,0,0,0,0,9.5,18.9,119,125,16.2,994.8,100,0,67,100,-0.5,0.6,5,9,0.364,0.373,0.39,0.35,12/01/19 2:00,40.1624531,-85.7260804,12/01/19 2:00,new jersey,hudson,1,heavy_snow
0.3,-3.7,75,0.1,0.1,0,0.16,13.4,21.7,172,174,30.2,948.9,99,95,85,96,1.2,0.7,1.9,5.5,0.377,0.385,0.384,0.342,22/01/19 17:00,47.4959734,-116.5818957,22/01/19 17:00,new york,northwest suffolk,0,heavy_snow
-6.9,-9.2,83,0,0,0,0.13,12.3,18.5,195,193,26.6,774.9,89,6,82,94,-1.6,-1.4,3,12,0.179,0.185,0.173,0.17,01/01/19 0:00,36.3080543,-105.7306973,01/01/19 0:00,maine,coastal york,0,heavy_snow
-4.7,-6.9,85,0.1,0,0.07,0.12,7.6,19,155,170,7.2,801.5,100,11,99,53,-1.8,0.3,5.9,13.2,0.084,0.276,0.275,0.313,01/01/19 0:00,34.9929626,-106.0498449,01/01/19 0:00,kentucky,pike,1,heavy_snow
0.3,-3.7,75,0.1,0.1,0,0.16,13.4,21.7,172,174,30.2,948.9,99,95,85,96,1.2,0.7,1.9,5.5,0.377,0.385,0.384,0.342,22/01/19 17:00,47.4959734,-116.5818957,22/01/19 17:00,new york,northwest suffolk,0,heavy_snow
-14.2,-15.4,90,0,0,0,0.21,14.6,24.1,38,35,23,955.4,95,89,0,55,-2,-1.4,0.2,3.7,0.326,0.313,0.286,0.27,18/01/19 5:00,44.7554353,-96.671551,18/01/19 5:00,new york,hamilton,0,heavy_snow
-14.5,-15.3,93,0,0,0,0.17,10,12.1,64,63,13.7,957.9,72,23,1,66,-2,-1.4,0.3,3.8,0.341,0.344,0.337,0.314,18/01/19 4:00,44.6754502,-97.2005816,18/01/19 4:00,washington,okanogan highlands,0,heavy_snow
-12.9,-14.7,86,0,0,0,0.18,10.1,19.3,63,63,15.8,956.1,83,80,10,10,-2.1,-1.5,0.1,3.8,0.295,0.308,0.296,0.247,18/01/19 4:30,44.9695646,-97.1976513,18/01/19 4:00,illinois,tazewell,0,heavy_snow
-13.3,-14.9,87,0,0,0,0.21,9.7,18,15,16,15.1,977.6,86,80,0,36,-1.7,-1.5,0.4,4.3,0.33,0.326,0.31,0.248,18/01/19 5:00,45.1690114,-96.7057561,18/01/19 5:00,illinois,champaign,0,heavy_snow
-14.2,-23.8,44,0,0,0,0.15,8,11.4,190,191,20.2,970.6,99,0,0,99,-2.9,-1.8,0.2,3.5,0.355,0.358,0.354,0.388,27/01/19 20:00,43.5811229,-90.8231247,27/01/19 20:00,washington,northeast mountains,0,heavy_snow
-15,-25.5,41,0,0,0,0.08,7.2,10.8,180,180,19.4,983,100,0,1,100,-8.5,-7.7,0,3.6,0.358,0.35,0.349,0.39,27/01/19 20:30,44.2782406,-91.3828806,27/01/19 20:00,massachusetts,western hampshire,0,heavy_snow
-14.6,-24.6,42,0,0,0,0.16,5.9,9,194,196,16.6,975.8,98,0,0,98,-2.9,-1.4,0.2,3.8,0.355,0.36,0.361,0.388,27/01/19 20:00,43.3662526,-90.4557081,27/01/19 20:00,massachusetts,northwest middlesex county,0,heavy_snow
-14.9,-25.4,40,0,0,0,0.13,4.1,7.1,195,195,13.7,981.2,100,0,0,100,-10.4,-10.6,-0.6,2.9,0.239,0.225,0.225,0.267,27/01/19 20:30,43.9416755,-90.6397264,27/01/19 20:00,nevada,ruby mountains/e humboldt range,0,heavy_snow
-1.1,-6.9,65,0,0,0,0,9.6,15.3,124,129,22.3,999.9,99,0,98,98,-0.1,1.4,6,9.8,0.358,0.367,0.39,0.355,11/01/19 15:30,38.267166,-90.5721889,11/01/19 15:00,california,west slope northern sierra nevada,0,heavy_snow
-1.3,-7.5,63,0,0,0,0,12.7,19.6,137,139,29.9,1005.4,100,0,94,100,-0.4,1.2,5.8,9.7,0.36,0.368,0.394,0.383,11/01/19 16:00,38.6398744,-90.5188128,11/01/19 16:00,mississippi,winston,0,heavy_snow
-5,-8.8,75,0,0,0,0.44,6.2,10.2,201,170,15.8,792.2,79,11,76,31,-1.1,-0.6,2.1,8.9,0.218,0.212,0.165,0.215,15/01/19 5:00,37.9533927,-118.9398758,15/01/19 5:00,washington,northeast blue mountains,0,heavy_snow
-1.4,-6,71,0,0,0,0,5.8,8.3,173,175,13.3,947.9,94,90,92,0,-0.2,2.2,9.3,16.9,0.291,0.289,0.227,0.189,03/01/19 5:00,34.5036637,-100.6536777,03/01/19 5:00,missouri,scott,0,heavy_snow
5.3,4.7,96,0.8,0.8,0,0.01,12.7,21.7,25,36,23,988.7,100,100,100,100,4.5,4.4,5.2,9.8,0.437,0.435,0.404,0.377,19/01/19 15:00,38.4615994,-87.8460903,19/01/19 15:00,north dakota,wells,0,heavy_snow
1.1,-8.6,48,0,0,0,0,8.6,11.6,112,112,22.3,1011.8,100,0,89,100,-0.1,1.9,7.6,11.4,0.363,0.372,0.406,0.39,11/01/19 18:00,38.0461185,-87.5806553,11/01/19 18:00,michigan,allegan,1,heavy_snow
-1.7,-4.2,83,0.8,0.8,0,0,9.1,12.5,34,33,18.7,985,100,99,100,36,1.8,4.2,9.9,17.4,0.388,0.352,0.265,0.177,03/01/19 0:00,33.9516534,-98.7088886,03/01/19 0:00,oregon,lower columbia basin,0,heavy_snow
-1.4,-8.2,60,0,0,0,0,5.8,7.8,86,68,13,963.2,99,100,79,14,-1.1,2,9.1,16.5,0.312,0.315,0.253,0.188,03/01/19 0:00,34.2510707,-99.7322571,03/01/19 0:00,nebraska,saunders,0,heavy_snow
-2.1,-4.4,85,1.3,1.3,0,0,7.7,9.8,349,352,19.4,982.1,100,100,100,61,1.8,4.3,10,17.5,0.395,0.363,0.286,0.174,03/01/19 0:00,33.5816594,-98.7044869,03/01/19 0:00,virginia,russell,0,heavy_snow
0.3,-3.7,75,0.1,0.1,0,0.16,13.4,21.7,172,174,30.2,948.9,99,95,85,96,1.2,0.7,1.9,5.5,0.377,0.385,0.384,0.342,22/01/19 17:00,47.4959734,-116.5818957,22/01/19 17:00,new york,northwest suffolk,0,heavy_snow
-2,-4.6,82,0,0,0,0.08,12.9,21.2,144,162,25.9,936.2,97,24,96,34,1.1,0.9,2.2,6.1,0.371,0.372,0.318,0.321,22/01/19 15:00,46.7153653,-116.9972303,22/01/19 15:00,california,mono,0,heavy_snow
-1.1,-5.2,74,0.9,0,0.63,0.34,21,33.2,164,167,43.2,789,100,0,100,1,-0.6,-0.6,1.3,10.3,0.235,0.213,0.154,0.216,06/01/19 7:00,37.9533927,-118.9398758,06/01/19 7:00,washington,northeast blue mountains,0,heavy_snow
-0.7,-9.1,53,0,0,0,0,1.5,3.3,76,49,7.9,971.6,96,100,95,6,-0.9,1.7,8.7,16,0.326,0.329,0.274,0.197,03/01/19 0:00,34.5976018,-99.4370196,03/01/19 0:00,wisconsin,douglas,0,heavy_snow
-1.6,-9.2,56,0,0,0,0,4.2,3.6,121,127,6.1,963.5,93,94,65,45,-1.2,1.1,8.3,15.5,0.321,0.322,0.283,0.212,03/01/19 0:00,34.9326334,-99.5435856,03/01/19 0:00,utah,southeast utah,0,heavy_snow
-2.4,-5.1,82,0,0,0,0,5.8,9.4,97,92,14.4,980.7,100,100,100,96,-1.2,1.3,7.8,14.6,0.365,0.363,0.293,0.216,03/01/19 0:00,35.0507761,-97.8849251,03/01/19 0:00,new york,tioga,1,heavy_snow
0.8,-11.4,40,0,0,0,0,2.6,3.1,16,324,2.9,935.9,1,0,0,0,-0.9,0.5,6.1,14,0.28,0.262,0.236,0.19,03/01/19 0:00,36.2468449,-99.7883601,03/01/19 0:00,pennsylvania,lancaster,0,heavy_snow
-2.4,-9.6,58,0,0,0,0,7.2,6.5,153,180,10.8,957.3,57,20,3,0,-1.3,0.5,7.1,14.5,0.309,0.296,0.247,0.201,03/01/19 0:00,35.6286063,-99.0092034,03/01/19 0:00,idaho,central panhandle mountains,0,heavy_snow
-2.2,-4.7,83,0,0,0,0,5.4,8.7,86,73,17.3,978.6,98,100,100,5,-1,1.8,8.4,15.4,0.358,0.355,0.286,0.204,03/01/19 0:00,34.6557505,-98.4485103,03/01/19 0:00,maine,southeast aroostook,0,heavy_snow
-2.3,-4.5,85,0,0,0,0,5.2,8,115,108,12.2,982.4,100,100,100,100,-1.2,1,7.5,14.2,0.393,0.384,0.329,0.232,03/01/19 0:00,35.2301869,-97.3109151,03/01/19 0:00,oregon,central oregon,0,heavy_snow
-1.9,-9.7,55,0,0,0,0,5,6.1,159,152,15.1,970.8,99,100,99,46,-1.5,0.7,7.3,14.3,0.338,0.326,0.252,0.199,03/01/19 0:00,35.5438102,-98.0031532,03/01/19 0:00,washington,western whatcom county,0,heavy_snow
-1.4,-9.2,55,0,0,0,0,3.5,5.9,114,101,14.4,969.2,63,100,98,0,-1.8,0.5,7.4,14.4,0.33,0.316,0.257,0.204,03/01/19 0:00,35.131317,-98.3797949,03/01/19 0:00,new hampshire,southern coos,0,heavy_snow
0.3,-5.6,65,0,0,0,0,10.5,22.6,139,149,23.8,993.2,100,63,100,99,0.4,1.4,5.6,9.8,0.363,0.373,0.378,0.316,11/01/19 15:00,38.4575789,-91.5177499,11/01/19 15:00,new mexico,raton ridge/johnson mesa,0,heavy_snow
-0.1,-6.3,63,0,0,0,0,9.2,17.5,135,143,20.5,997.4,100,0,94,100,0.1,1.4,5.8,9.8,0.361,0.371,0.387,0.333,11/01/19 15:30,38.4021095,-91.0841241,11/01/19 15:00,kentucky,estill,0,heavy_snow
-13.8,-14.6,94,0,0,0,0.15,8,10.8,63,64,11.5,953,35,22,0,17,-2.3,-1.7,0,3.8,0.301,0.299,0.311,0.235,18/01/19 2:00,44.8684319,-97.7431382,18/01/19 2:00,kentucky,fayette,1,heavy_snow
